"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1021,27 Oct 2019 02:03:26.345,27 Oct 2019 02:29:54.381,1588.036
1022,27 Oct 2019 04:18:10.200,27 Oct 2019 04:50:11.516,1921.316
1023,27 Oct 2019 06:38:09.155,27 Oct 2019 07:10:51.442,1962.287
1024,27 Oct 2019 09:00:43.714,27 Oct 2019 09:32:51.222,1927.508
1025,27 Oct 2019 11:21:51.724,27 Oct 2019 11:54:37.198,1965.473
1026,27 Oct 2019 13:41:53.332,27 Oct 2019 14:11:13.713,1760.381
1027,27 Oct 2019 16:06:04.139,27 Oct 2019 16:17:56.755,712.616
1028,28 Oct 2019 00:28:41.841,28 Oct 2019 00:32:52.583,250.742
1029,28 Oct 2019 02:30:16.630,28 Oct 2019 02:58:53.560,1716.930
1030,28 Oct 2019 04:46:33.021,28 Oct 2019 05:18:58.627,1945.606
1031,28 Oct 2019 07:07:35.221,28 Oct 2019 07:40:06.815,1951.594
1032,28 Oct 2019 09:30:01.684,28 Oct 2019 10:02:31.299,1949.615
1033,28 Oct 2019 11:50:43.504,28 Oct 2019 12:22:53.819,1930.315
1034,28 Oct 2019 14:10:53.824,28 Oct 2019 14:38:10.203,1636.380
1035,29 Oct 2019 00:48:16.206,29 Oct 2019 01:05:31.260,1035.054
1036,29 Oct 2019 02:57:51.837,29 Oct 2019 03:27:47.920,1796.082
1037,29 Oct 2019 05:15:08.036,29 Oct 2019 05:47:55.143,1967.108
1038,29 Oct 2019 07:37:04.480,29 Oct 2019 08:09:29.354,1944.874
1039,29 Oct 2019 09:59:12.338,29 Oct 2019 10:31:49.649,1957.311
1040,29 Oct 2019 12:19:32.974,29 Oct 2019 12:51:06.144,1893.170
1041,29 Oct 2019 14:40:08.214,29 Oct 2019 15:04:35.360,1467.145
1042,30 Oct 2019 01:13:44.401,30 Oct 2019 01:35:37.756,1313.356
1043,30 Oct 2019 03:25:40.445,30 Oct 2019 03:56:38.535,1858.090
1044,30 Oct 2019 05:44:18.449,30 Oct 2019 06:16:58.966,1960.517
1045,30 Oct 2019 08:06:32.971,30 Oct 2019 08:38:47.690,1934.719
1046,30 Oct 2019 10:28:15.486,30 Oct 2019 11:01:00.329,1964.843
1047,30 Oct 2019 12:48:22.284,30 Oct 2019 13:19:27.810,1865.526
1048,30 Oct 2019 15:09:49.220,30 Oct 2019 15:30:41.875,1252.655
1049,31 Oct 2019 01:39:37.728,31 Oct 2019 02:05:05.729,1528.001
1050,31 Oct 2019 03:53:45.650,31 Oct 2019 04:25:32.242,1906.593
1051,31 Oct 2019 06:13:26.838,31 Oct 2019 06:46:09.906,1963.068
1052,31 Oct 2019 08:35:57.258,31 Oct 2019 09:08:04.589,1927.331
1053,31 Oct 2019 10:57:12.748,31 Oct 2019 11:30:00.077,1967.329
1054,31 Oct 2019 13:17:14.109,31 Oct 2019 13:47:05.313,1791.204
1055,31 Oct 2019 15:40:31.599,31 Oct 2019 15:55:03.641,872.041
1056,1 Nov 2019 02:06:05.725,1 Nov 2019 02:34:14.656,1688.931
1057,1 Nov 2019 04:21:55.244,1 Nov 2019 04:54:22.774,1947.530
1058,1 Nov 2019 06:42:46.949,1 Nov 2019 07:15:21.039,1954.090
1059,1 Nov 2019 09:05:16.852,1 Nov 2019 09:37:39.555,1942.704
1060,1 Nov 2019 11:26:05.479,1 Nov 2019 11:58:26.583,1941.104
1061,1 Nov 2019 13:46:12.084,1 Nov 2019 14:14:03.974,1671.890
1062,2 Nov 2019 00:25:06.798,2 Nov 2019 00:40:20.436,913.638
1063,2 Nov 2019 02:33:36.248,2 Nov 2019 03:03:08.874,1772.626
1064,2 Nov 2019 04:50:31.915,2 Nov 2019 05:23:14.905,1962.990
1065,2 Nov 2019 07:12:15.752,2 Nov 2019 07:44:42.331,1946.579
1066,2 Nov 2019 09:34:29.767,2 Nov 2019 10:07:05.282,1955.515
1067,2 Nov 2019 11:54:55.380,2 Nov 2019 12:26:38.488,1903.107
1068,2 Nov 2019 14:15:21.818,2 Nov 2019 14:40:41.426,1519.608
1069,3 Nov 2019 00:49:51.124,3 Nov 2019 01:10:47.826,1256.702
1070,3 Nov 2019 03:01:14.544,3 Nov 2019 03:32:00.976,1846.431
1071,3 Nov 2019 05:19:33.500,3 Nov 2019 05:52:17.970,1964.470
1072,3 Nov 2019 07:41:45.116,3 Nov 2019 08:14:01.250,1936.134
1073,3 Nov 2019 10:03:34.690,3 Nov 2019 10:36:17.030,1962.339
1074,3 Nov 2019 12:23:44.496,3 Nov 2019 12:54:59.426,1874.930
1075,3 Nov 2019 14:44:53.633,3 Nov 2019 15:06:49.882,1316.249
1076,4 Nov 2019 01:15:54.338,4 Nov 2019 01:40:18.683,1464.344
1077,4 Nov 2019 03:29:18.896,4 Nov 2019 04:00:52.696,1893.800
1078,4 Nov 2019 05:48:41.556,4 Nov 2019 06:21:23.503,1961.947
1079,4 Nov 2019 08:11:10.440,4 Nov 2019 08:43:19.823,1929.383
1080,4 Nov 2019 10:32:33.435,4 Nov 2019 11:05:21.629,1968.193
1081,4 Nov 2019 12:52:35.330,4 Nov 2019 13:22:50.456,1815.126
1082,4 Nov 2019 15:15:13.098,4 Nov 2019 15:32:04.829,1011.731
1083,5 Nov 2019 01:41:53.397,5 Nov 2019 02:09:35.419,1662.022
1084,5 Nov 2019 03:57:27.236,5 Nov 2019 04:29:47.176,1939.941
1085,5 Nov 2019 06:17:59.167,5 Nov 2019 06:50:38.476,1959.309
1086,5 Nov 2019 08:40:31.541,5 Nov 2019 09:12:46.979,1935.438
1087,5 Nov 2019 11:01:27.245,5 Nov 2019 11:34:00.550,1953.306
1088,5 Nov 2019 13:21:31.190,5 Nov 2019 13:49:54.441,1703.251
1089,5 Nov 2019 15:49:04.934,5 Nov 2019 15:52:59.595,234.661
1090,6 Nov 2019 00:02:15.332,6 Nov 2019 00:14:56.430,761.098
1091,6 Nov 2019 02:09:18.456,6 Nov 2019 02:38:29.220,1750.764
1092,6 Nov 2019 04:25:56.524,6 Nov 2019 04:58:36.196,1959.672
1093,6 Nov 2019 06:47:27.137,6 Nov 2019 07:19:55.727,1948.589
1094,6 Nov 2019 09:09:46.592,6 Nov 2019 09:42:20.216,1953.624
1095,6 Nov 2019 11:30:17.728,6 Nov 2019 12:02:11.136,1913.408
1096,6 Nov 2019 13:50:36.984,6 Nov 2019 14:16:40.606,1563.621
1097,7 Nov 2019 00:25:58.037,7 Nov 2019 00:45:49.837,1191.800
1098,7 Nov 2019 02:36:52.317,7 Nov 2019 03:07:23.120,1830.803
1099,7 Nov 2019 04:54:47.124,7 Nov 2019 05:27:37.276,1970.152
1100,7 Nov 2019 07:16:56.976,7 Nov 2019 07:49:18.141,1941.164
1101,7 Nov 2019 09:38:53.437,7 Nov 2019 10:11:33.630,1960.192
1102,7 Nov 2019 11:59:06.838,7 Nov 2019 12:30:29.759,1882.921
1103,7 Nov 2019 14:20:01.276,7 Nov 2019 14:42:57.846,1376.569
1104,8 Nov 2019 00:52:02.381,8 Nov 2019 01:15:31.807,1409.426
1105,8 Nov 2019 03:04:49.733,8 Nov 2019 03:36:13.507,1883.774
1106,8 Nov 2019 05:23:59.437,8 Nov 2019 05:56:39.729,1960.292
1107,8 Nov 2019 07:46:23.410,8 Nov 2019 08:18:29.764,1926.354
1108,8 Nov 2019 10:07:53.757,8 Nov 2019 10:40:41.509,1967.753
1109,8 Nov 2019 12:27:56.915,8 Nov 2019 12:58:37.559,1840.644
1110,8 Nov 2019 14:50:03.198,8 Nov 2019 15:08:33.610,1110.412
1111,9 Nov 2019 01:17:52.519,9 Nov 2019 01:44:53.878,1621.358
1112,9 Nov 2019 03:32:59.615,9 Nov 2019 04:05:08.436,1928.821
1113,9 Nov 2019 05:53:11.799,9 Nov 2019 06:25:52.876,1961.077
1114,9 Nov 2019 08:15:45.784,9 Nov 2019 08:47:52.085,1926.302
1115,9 Nov 2019 10:36:48.763,9 Nov 2019 11:09:31.318,1962.556
1116,9 Nov 2019 12:56:51.013,9 Nov 2019 13:25:46.286,1735.273
1117,9 Nov 2019 15:21:53.167,9 Nov 2019 15:31:30.808,577.641
1118,9 Nov 2019 23:39:40.588,9 Nov 2019 23:49:07.230,566.642
1119,10 Nov 2019 01:44:58.021,10 Nov 2019 02:13:50.572,1732.551
1120,10 Nov 2019 04:01:26.323,10 Nov 2019 04:33:56.490,1950.168
1121,10 Nov 2019 06:22:38.647,10 Nov 2019 06:55:09.777,1951.130
1122,10 Nov 2019 08:45:02.606,10 Nov 2019 09:17:34.492,1951.885
1123,10 Nov 2019 11:05:39.971,10 Nov 2019 11:37:42.802,1922.831
1124,10 Nov 2019 13:25:53.473,10 Nov 2019 13:52:43.965,1610.492
1125,11 Nov 2019 00:02:21.731,11 Nov 2019 00:20:47.360,1105.628
1126,11 Nov 2019 02:12:34.571,11 Nov 2019 02:42:44.883,1810.312
1127,11 Nov 2019 04:30:03.869,11 Nov 2019 05:02:54.616,1970.747
1128,11 Nov 2019 06:52:08.429,11 Nov 2019 07:24:31.697,1943.268
1129,11 Nov 2019 09:14:11.702,11 Nov 2019 09:46:50.087,1958.385
1130,11 Nov 2019 11:34:29.238,11 Nov 2019 12:05:58.196,1888.959
1131,11 Nov 2019 13:55:11.518,11 Nov 2019 14:18:59.848,1428.329
1132,12 Nov 2019 00:28:10.961,12 Nov 2019 00:50:41.904,1350.943
1133,12 Nov 2019 02:40:26.147,12 Nov 2019 03:11:34.649,1868.503
1134,12 Nov 2019 04:59:15.781,12 Nov 2019 05:31:57.693,1961.911
1135,12 Nov 2019 07:21:36.051,12 Nov 2019 07:53:45.727,1929.676
1136,12 Nov 2019 09:43:13.682,12 Nov 2019 10:15:59.931,1966.249
1137,12 Nov 2019 12:03:18.790,12 Nov 2019 12:34:16.409,1857.619
1138,12 Nov 2019 14:25:00.003,12 Nov 2019 14:44:48.559,1188.556
1139,13 Nov 2019 00:54:00.516,13 Nov 2019 01:20:11.135,1570.619
1140,13 Nov 2019 03:08:32.599,13 Nov 2019 03:40:29.927,1917.328
1141,13 Nov 2019 05:28:25.102,13 Nov 2019 06:01:08.648,1963.546
1142,13 Nov 2019 07:50:59.606,13 Nov 2019 08:23:09.072,1929.466
1143,13 Nov 2019 10:12:09.998,13 Nov 2019 10:44:56.150,1966.152
1144,13 Nov 2019 12:32:11.437,13 Nov 2019 13:01:42.289,1770.852
1145,13 Nov 2019 14:56:03.021,13 Nov 2019 15:08:48.361,765.340
1146,14 Nov 2019 01:20:44.774,14 Nov 2019 01:49:11.855,1707.080
1147,14 Nov 2019 03:36:50.323,14 Nov 2019 04:09:17.463,1947.140
1148,14 Nov 2019 05:57:51.301,14 Nov 2019 06:30:22.205,1950.903
1149,14 Nov 2019 08:20:18.104,14 Nov 2019 08:52:45.547,1947.443
1150,14 Nov 2019 10:41:02.068,14 Nov 2019 11:13:15.335,1933.267
1151,14 Nov 2019 13:01:11.075,14 Nov 2019 13:28:38.574,1647.498
1152,14 Nov 2019 23:39:00.861,14 Nov 2019 23:55:44.814,1003.953
1153,15 Nov 2019 01:48:18.238,15 Nov 2019 02:18:06.199,1787.960
1154,15 Nov 2019 04:05:27.175,15 Nov 2019 04:38:12.913,1965.737
1155,15 Nov 2019 06:27:19.558,15 Nov 2019 06:59:44.976,1945.417
1156,15 Nov 2019 08:49:29.478,15 Nov 2019 09:22:06.243,1956.765
1157,15 Nov 2019 11:09:51.659,15 Nov 2019 11:41:28.522,1896.864
1158,15 Nov 2019 13:30:23.888,15 Nov 2019 13:55:10.244,1486.356
1159,16 Nov 2019 00:04:18.114,16 Nov 2019 00:25:53.274,1295.160
1160,16 Nov 2019 02:16:03.427,16 Nov 2019 02:46:57.258,1853.830
1161,16 Nov 2019 04:34:35.210,16 Nov 2019 05:07:16.614,1961.404
1162,16 Nov 2019 06:56:48.399,16 Nov 2019 07:29:03.989,1935.589
1163,16 Nov 2019 09:18:33.186,16 Nov 2019 09:51:17.286,1964.100
1164,16 Nov 2019 11:38:40.886,16 Nov 2019 12:09:49.747,1868.862
1165,16 Nov 2019 14:00:01.738,16 Nov 2019 14:21:15.258,1273.519
1166,17 Nov 2019 00:30:12.663,17 Nov 2019 00:55:19.598,1506.934
1167,17 Nov 2019 02:44:08.755,17 Nov 2019 03:15:50.258,1901.503
1168,17 Nov 2019 05:03:42.167,17 Nov 2019 05:36:26.667,1964.500
1169,17 Nov 2019 07:26:13.029,17 Nov 2019 07:58:19.756,1926.727
1170,17 Nov 2019 09:47:30.918,17 Nov 2019 10:20:18.682,1967.765
1171,17 Nov 2019 12:07:32.366,17 Nov 2019 12:37:30.484,1798.118
1172,17 Nov 2019 14:30:36.195,17 Nov 2019 14:46:04.109,927.915
1173,18 Nov 2019 00:56:32.088,18 Nov 2019 01:24:32.851,1680.763
1174,18 Nov 2019 03:12:17.108,18 Nov 2019 03:44:42.206,1945.098
1175,18 Nov 2019 05:33:02.327,18 Nov 2019 06:05:38.030,1955.702
1176,18 Nov 2019 07:55:33.111,18 Nov 2019 08:27:54.865,1941.754
1177,18 Nov 2019 10:16:23.980,18 Nov 2019 10:48:49.193,1945.213
1178,18 Nov 2019 12:36:29.621,18 Nov 2019 13:04:31.943,1682.322
1179,18 Nov 2019 23:15:57.765,18 Nov 2019 23:30:25.556,867.791
1180,19 Nov 2019 01:24:01.982,19 Nov 2019 01:53:26.969,1764.987
1181,19 Nov 2019 03:40:51.289,19 Nov 2019 04:13:33.199,1961.911
1182,19 Nov 2019 06:02:30.902,19 Nov 2019 06:34:58.063,1947.161
1183,19 Nov 2019 08:24:46.752,19 Nov 2019 08:57:21.647,1954.895
1184,19 Nov 2019 10:45:14.052,19 Nov 2019 11:17:00.258,1906.206
1185,19 Nov 2019 13:05:38.023,19 Nov 2019 13:31:12.212,1534.190
1186,19 Nov 2019 23:40:23.271,20 Nov 2019 00:01:00.437,1237.166
1187,20 Nov 2019 01:51:37.794,20 Nov 2019 02:22:19.610,1841.817
1188,20 Nov 2019 04:09:49.599,20 Nov 2019 04:42:35.611,1966.011
1189,20 Nov 2019 06:32:00.404,20 Nov 2019 07:04:19.467,1939.062
1190,20 Nov 2019 08:53:52.247,20 Nov 2019 09:26:33.732,1961.485
1191,20 Nov 2019 11:14:03.144,20 Nov 2019 11:45:20.579,1877.435
1192,20 Nov 2019 13:35:07.268,20 Nov 2019 13:57:23.297,1336.030
1193,21 Nov 2019 00:06:27.125,21 Nov 2019 00:30:34.973,1447.847
1194,21 Nov 2019 02:19:40.108,21 Nov 2019 02:51:10.825,1890.717
1195,21 Nov 2019 04:38:59.982,21 Nov 2019 05:11:37.860,1957.878
1196,21 Nov 2019 07:01:26.133,21 Nov 2019 07:33:36.065,1929.932
1197,21 Nov 2019 09:22:51.492,21 Nov 2019 09:55:39.842,1968.350
1198,21 Nov 2019 11:42:53.712,21 Nov 2019 12:13:17.613,1823.901
1199,21 Nov 2019 14:05:20.551,21 Nov 2019 14:22:44.915,1044.363
1200,22 Nov 2019 00:32:21.717,22 Nov 2019 00:59:52.966,1651.249
1201,22 Nov 2019 02:47:49.341,22 Nov 2019 03:20:05.460,1936.119
1202,22 Nov 2019 05:08:14.671,22 Nov 2019 05:40:55.581,1960.910
1203,22 Nov 2019 07:30:47.662,22 Nov 2019 08:02:59.178,1931.516
1204,22 Nov 2019 09:51:45.671,22 Nov 2019 10:24:22.407,1956.736
1205,22 Nov 2019 12:11:48.971,22 Nov 2019 12:40:22.162,1713.191
1206,22 Nov 2019 14:38:11.995,22 Nov 2019 14:44:44.413,392.418
1207,22 Nov 2019 22:53:10.371,22 Nov 2019 23:04:49.712,699.341
1208,23 Nov 2019 00:59:41.377,23 Nov 2019 01:28:47.485,1746.108
1209,23 Nov 2019 03:16:15.690,23 Nov 2019 03:48:54.543,1958.853
1210,23 Nov 2019 05:37:42.312,23 Nov 2019 06:10:11.694,1949.382
1211,23 Nov 2019 08:00:03.305,23 Nov 2019 08:32:36.363,1953.058
1212,23 Nov 2019 10:20:36.370,23 Nov 2019 10:52:32.439,1916.068
1213,23 Nov 2019 12:40:53.636,23 Nov 2019 13:07:12.493,1578.857
1214,23 Nov 2019 23:16:33.308,23 Nov 2019 23:36:00.579,1167.271
1215,24 Nov 2019 01:27:17.997,24 Nov 2019 01:57:41.639,1823.642
1216,24 Nov 2019 03:45:02.760,24 Nov 2019 04:17:55.054,1972.295
1217,24 Nov 2019 06:07:12.279,24 Nov 2019 06:39:35.082,1942.803
1218,24 Nov 2019 08:29:10.843,24 Nov 2019 09:01:50.411,1959.568
1219,24 Nov 2019 10:49:25.509,24 Nov 2019 11:20:50.823,1885.315
1220,24 Nov 2019 13:10:15.803,24 Nov 2019 13:33:29.862,1394.059
1221,24 Nov 2019 23:42:35.219,25 Nov 2019 00:05:46.468,1391.248
1222,25 Nov 2019 01:55:12.715,25 Nov 2019 02:26:31.739,1879.024
1223,25 Nov 2019 04:14:14.865,25 Nov 2019 04:46:57.399,1962.534
1224,25 Nov 2019 06:36:39.000,25 Nov 2019 07:08:46.363,1927.363
1225,25 Nov 2019 08:58:11.689,25 Nov 2019 09:30:59.051,1967.362
1226,25 Nov 2019 11:18:15.397,25 Nov 2019 11:49:02.973,1847.576
1227,25 Nov 2019 13:40:13.049,25 Nov 2019 13:59:13.573,1140.524
1228,26 Nov 2019 00:08:25.099,26 Nov 2019 00:35:11.101,1606.002
1229,26 Nov 2019 02:23:21.534,26 Nov 2019 02:55:26.801,1925.267
1230,26 Nov 2019 04:43:27.452,26 Nov 2019 05:16:08.942,1961.490
1231,26 Nov 2019 07:06:01.766,26 Nov 2019 07:38:07.272,1925.506
1232,26 Nov 2019 09:27:07.102,26 Nov 2019 09:59:51.514,1964.412
1233,26 Nov 2019 11:47:08.997,26 Nov 2019 12:16:16.184,1747.187
1234,26 Nov 2019 14:11:44.778,26 Nov 2019 14:22:29.501,644.723
1235,26 Nov 2019 22:30:48.394,26 Nov 2019 22:38:53.896,485.503
1236,27 Nov 2019 00:35:22.557,27 Nov 2019 01:04:08.925,1726.368
1237,27 Nov 2019 02:51:47.546,27 Nov 2019 03:24:14.400,1946.855
1238,27 Nov 2019 05:12:53.884,27 Nov 2019 05:45:25.330,1951.446
1239,27 Nov 2019 07:35:19.132,27 Nov 2019 08:07:49.884,1950.752
1240,27 Nov 2019 09:55:58.570,27 Nov 2019 10:28:05.101,1926.531
1241,27 Nov 2019 12:16:10.501,27 Nov 2019 12:43:15.554,1625.053
1242,27 Nov 2019 22:53:03.557,27 Nov 2019 23:10:53.510,1069.953
1243,28 Nov 2019 01:02:59.216,28 Nov 2019 01:33:03.269,1804.053
1244,28 Nov 2019 03:20:22.698,28 Nov 2019 03:53:11.425,1968.727
1245,28 Nov 2019 05:42:23.500,28 Nov 2019 06:14:47.749,1944.249
1246,28 Nov 2019 08:04:28.955,28 Nov 2019 08:37:06.849,1957.894
1247,28 Nov 2019 10:24:47.923,28 Nov 2019 10:56:18.001,1890.078
1248,28 Nov 2019 12:45:26.765,28 Nov 2019 13:09:32.552,1445.787
1249,28 Nov 2019 23:18:43.750,28 Nov 2019 23:40:56.579,1332.829
1250,29 Nov 2019 01:30:49.924,29 Nov 2019 02:01:53.422,1863.498
1251,29 Nov 2019 03:49:34.319,29 Nov 2019 04:22:15.146,1960.827
1252,29 Nov 2019 06:11:51.541,29 Nov 2019 06:44:04.123,1932.581
1253,29 Nov 2019 08:33:31.481,29 Nov 2019 09:06:17.102,1965.620
1254,29 Nov 2019 10:53:37.348,29 Nov 2019 11:24:38.837,1861.488
1255,29 Nov 2019 13:15:11.586,29 Nov 2019 13:35:31.008,1219.421
1256,29 Nov 2019 23:44:35.032,30 Nov 2019 00:10:25.710,1550.678
1257,30 Nov 2019 01:58:55.693,30 Nov 2019 02:30:48.001,1912.308
1258,30 Nov 2019 04:18:44.130,30 Nov 2019 04:51:26.319,1962.189
1259,30 Nov 2019 06:41:15.448,30 Nov 2019 07:13:24.332,1928.884
1260,30 Nov 2019 09:02:28.239,30 Nov 2019 09:35:14.988,1966.750
1261,30 Nov 2019 11:22:29.592,30 Nov 2019 11:52:11.217,1781.624
1262,30 Nov 2019 13:46:04.125,30 Nov 2019 13:59:34.701,810.576
1263,1 Dec 2019 00:11:12.163,1 Dec 2019 00:39:30.124,1697.960
1264,1 Dec 2019 02:27:08.190,1 Dec 2019 02:59:36.893,1948.703
1265,1 Dec 2019 04:48:06.262,1 Dec 2019 05:20:38.286,1952.024
1266,1 Dec 2019 07:10:34.465,1 Dec 2019 07:42:59.238,1944.773
1267,1 Dec 2019 09:31:20.612,1 Dec 2019 10:03:37.125,1936.513
1268,1 Dec 2019 11:51:28.422,1 Dec 2019 12:19:07.534,1659.112
1269,1 Dec 2019 22:29:47.825,1 Dec 2019 22:45:53.509,965.684
1270,2 Dec 2019 00:38:43.522,2 Dec 2019 01:08:24.420,1780.897
1271,2 Dec 2019 02:55:46.513,2 Dec 2019 03:28:30.719,1964.206
1272,2 Dec 2019 05:17:34.689,2 Dec 2019 05:50:00.639,1945.950
1273,2 Dec 2019 07:39:46.577,2 Dec 2019 08:12:22.759,1956.182
1274,2 Dec 2019 10:00:10.340,2 Dec 2019 10:31:50.442,1900.102
1275,2 Dec 2019 12:20:39.740,2 Dec 2019 12:45:42.685,1502.946
1276,2 Dec 2019 22:54:51.272,2 Dec 2019 23:16:08.617,1277.345
1277,3 Dec 2019 01:06:25.555,3 Dec 2019 01:37:15.955,1850.400
1278,3 Dec 2019 03:24:51.277,3 Dec 2019 03:57:34.150,1962.873
1279,3 Dec 2019 05:47:03.808,3 Dec 2019 06:19:18.016,1934.207
1280,3 Dec 2019 08:08:50.847,3 Dec 2019 08:41:34.146,1963.299
1281,3 Dec 2019 10:28:59.504,3 Dec 2019 11:00:11.480,1871.976
1282,3 Dec 2019 12:50:14.641,3 Dec 2019 13:11:49.115,1294.473
1283,3 Dec 2019 23:20:49.030,3 Dec 2019 23:45:36.170,1487.139
1284,4 Dec 2019 01:34:30.863,4 Dec 2019 02:06:08.310,1897.447
1285,4 Dec 2019 03:53:57.977,4 Dec 2019 04:26:43.462,1965.485
1286,4 Dec 2019 06:16:28.754,4 Dec 2019 06:48:36.586,1927.832
1287,4 Dec 2019 08:37:49.052,4 Dec 2019 09:10:37.103,1968.051
1288,4 Dec 2019 10:57:50.664,4 Dec 2019 11:27:56.193,1805.528
1289,4 Dec 2019 13:20:41.742,4 Dec 2019 13:36:54.260,972.518
1290,4 Dec 2019 23:46:59.071,5 Dec 2019 00:14:51.010,1671.938
1291,5 Dec 2019 02:02:38.185,5 Dec 2019 02:35:01.632,1943.446
1292,5 Dec 2019 04:23:17.750,5 Dec 2019 04:55:55.193,1957.444
1293,5 Dec 2019 06:45:49.331,5 Dec 2019 07:18:08.408,1939.077
1294,5 Dec 2019 09:06:42.458,5 Dec 2019 09:39:11.616,1949.158
1295,5 Dec 2019 11:26:47.241,5 Dec 2019 11:54:58.854,1691.613
1296,5 Dec 2019 22:06:51.055,5 Dec 2019 22:20:33.005,821.950
1297,6 Dec 2019 00:14:26.773,6 Dec 2019 00:43:44.996,1758.224
1298,6 Dec 2019 02:31:10.770,6 Dec 2019 03:03:51.522,1960.751
1299,6 Dec 2019 04:52:46.055,6 Dec 2019 05:25:13.834,1947.779
1300,6 Dec 2019 07:15:03.642,6 Dec 2019 07:47:37.938,1954.296
1301,6 Dec 2019 09:35:32.715,6 Dec 2019 10:07:22.391,1909.676
1302,6 Dec 2019 11:55:54.375,6 Dec 2019 12:21:42.240,1547.865
1303,6 Dec 2019 22:30:56.051,6 Dec 2019 22:51:12.635,1216.583
1304,7 Dec 2019 00:42:00.898,7 Dec 2019 01:12:38.215,1837.318
1305,7 Dec 2019 03:00:05.295,7 Dec 2019 03:32:53.297,1968.001
1306,7 Dec 2019 05:22:15.706,7 Dec 2019 05:54:35.477,1939.771
1307,7 Dec 2019 07:44:09.761,7 Dec 2019 08:16:50.633,1960.871
1308,7 Dec 2019 10:04:21.803,7 Dec 2019 10:35:41.833,1880.030
1309,7 Dec 2019 12:25:21.207,7 Dec 2019 12:47:56.598,1355.391
1310,7 Dec 2019 22:57:00.095,7 Dec 2019 23:20:51.005,1430.910
1311,8 Dec 2019 01:10:01.125,8 Dec 2019 01:41:28.995,1887.870
1312,8 Dec 2019 03:29:17.079,8 Dec 2019 04:01:55.459,1958.380
1313,8 Dec 2019 05:51:41.805,8 Dec 2019 06:23:51.157,1929.352
1314,8 Dec 2019 08:13:09.508,8 Dec 2019 08:45:57.613,1968.105
1315,8 Dec 2019 10:33:12.128,8 Dec 2019 11:03:43.774,1831.646
1316,8 Dec 2019 12:55:28.868,8 Dec 2019 13:13:25.365,1076.497
1317,8 Dec 2019 23:22:52.490,8 Dec 2019 23:50:10.372,1637.882
1318,9 Dec 2019 01:38:11.107,9 Dec 2019 02:10:23.776,1932.670
1319,9 Dec 2019 03:58:30.219,9 Dec 2019 04:31:11.584,1961.365
1320,9 Dec 2019 06:21:03.730,9 Dec 2019 06:53:12.641,1928.912
1321,9 Dec 2019 08:42:04.069,9 Dec 2019 09:14:43.776,1959.707
1322,9 Dec 2019 11:02:06.820,9 Dec 2019 11:30:49.857,1723.037
1323,9 Dec 2019 13:27:45.589,9 Dec 2019 13:36:04.494,498.905
1324,9 Dec 2019 21:44:07.445,9 Dec 2019 21:54:49.822,642.377
1325,9 Dec 2019 23:50:05.977,10 Dec 2019 00:19:05.876,1739.899
1326,10 Dec 2019 02:06:37.220,10 Dec 2019 02:39:12.361,1955.141
1327,10 Dec 2019 04:27:57.501,10 Dec 2019 05:00:27.719,1950.217
1328,10 Dec 2019 06:50:19.935,10 Dec 2019 07:22:52.457,1952.522
1329,10 Dec 2019 09:10:55.000,10 Dec 2019 09:42:53.888,1918.888
1330,10 Dec 2019 11:31:10.414,10 Dec 2019 11:57:45.408,1594.994
1331,10 Dec 2019 22:07:11.667,10 Dec 2019 22:26:11.225,1139.558
1332,11 Dec 2019 00:17:42.803,11 Dec 2019 00:48:00.121,1817.318
1333,11 Dec 2019 02:35:19.453,11 Dec 2019 03:08:11.759,1972.306
1334,11 Dec 2019 04:57:27.421,11 Dec 2019 05:29:50.140,1942.720
1335,11 Dec 2019 07:19:28.204,11 Dec 2019 07:52:07.166,1958.962
1336,11 Dec 2019 09:39:44.188,11 Dec 2019 10:11:11.520,1887.331
1337,11 Dec 2019 12:00:30.575,11 Dec 2019 12:24:00.815,1410.240
1338,11 Dec 2019 22:33:08.270,11 Dec 2019 22:56:01.099,1372.829
1339,12 Dec 2019 00:45:35.897,12 Dec 2019 01:16:50.003,1874.107
1340,12 Dec 2019 03:04:31.454,12 Dec 2019 03:37:14.431,1962.976
1341,12 Dec 2019 05:26:54.562,12 Dec 2019 05:59:03.040,1928.478
1342,12 Dec 2019 07:48:29.584,12 Dec 2019 08:21:16.456,1966.873
1343,12 Dec 2019 10:08:33.905,12 Dec 2019 10:39:26.900,1852.995
1344,12 Dec 2019 12:30:23.512,12 Dec 2019 12:49:46.506,1162.994
1345,12 Dec 2019 22:58:58.181,12 Dec 2019 23:25:28.219,1590.038
1346,13 Dec 2019 01:13:43.433,13 Dec 2019 01:45:45.188,1921.755
1347,13 Dec 2019 03:33:43.157,13 Dec 2019 04:06:25.348,1962.191
1348,13 Dec 2019 05:56:17.695,13 Dec 2019 06:28:24.959,1927.264
1349,13 Dec 2019 08:17:25.410,13 Dec 2019 08:50:10.794,1965.384
1350,13 Dec 2019 10:37:27.039,13 Dec 2019 11:06:46.108,1759.069
1351,13 Dec 2019 13:01:40.379,13 Dec 2019 13:13:23.905,703.527
1352,13 Dec 2019 21:24:10.399,13 Dec 2019 21:28:32.691,262.292
1353,13 Dec 2019 23:25:49.097,13 Dec 2019 23:54:27.248,1718.151
