"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
340,20 Jul 2019 17:26:28.319,20 Jul 2019 17:59:16.324,1968.005
341,20 Jul 2019 19:46:31.120,20 Jul 2019 20:17:05.819,1834.699
342,20 Jul 2019 22:08:44.362,20 Jul 2019 22:26:52.090,1087.728
343,21 Jul 2019 08:36:16.426,21 Jul 2019 09:03:28.935,1632.509
344,21 Jul 2019 10:51:31.305,21 Jul 2019 11:23:42.718,1931.413
345,21 Jul 2019 13:11:48.140,21 Jul 2019 13:44:29.425,1961.285
346,21 Jul 2019 15:34:21.819,21 Jul 2019 16:06:29.954,1928.134
347,21 Jul 2019 17:55:23.027,21 Jul 2019 18:28:03.698,1960.671
348,21 Jul 2019 20:15:25.617,21 Jul 2019 20:44:12.665,1727.048
349,21 Jul 2019 22:40:51.379,21 Jul 2019 22:49:38.507,527.128
350,22 Jul 2019 06:57:41.721,22 Jul 2019 07:08:01.108,619.387
351,22 Jul 2019 09:03:27.325,22 Jul 2019 09:32:24.833,1737.508
352,22 Jul 2019 11:19:57.757,22 Jul 2019 11:52:31.131,1953.374
353,22 Jul 2019 13:41:15.280,22 Jul 2019 14:13:45.829,1950.549
354,22 Jul 2019 16:03:38.225,22 Jul 2019 16:36:10.557,1952.332
355,22 Jul 2019 18:24:14.051,22 Jul 2019 18:56:14.064,1920.014
356,22 Jul 2019 20:44:28.837,22 Jul 2019 21:11:09.223,1600.386
357,23 Jul 2019 07:20:38.870,23 Jul 2019 07:39:27.400,1128.530
358,23 Jul 2019 09:31:04.030,23 Jul 2019 10:01:19.090,1815.060
359,23 Jul 2019 11:48:37.991,23 Jul 2019 12:21:30.117,1972.125
360,23 Jul 2019 14:10:45.168,23 Jul 2019 14:43:07.894,1942.726
361,23 Jul 2019 16:32:46.772,23 Jul 2019 17:05:25.517,1958.744
362,23 Jul 2019 18:53:03.266,23 Jul 2019 19:24:31.178,1887.912
363,23 Jul 2019 21:13:48.296,23 Jul 2019 21:37:24.521,1416.225
364,24 Jul 2019 07:46:33.217,24 Jul 2019 08:09:18.782,1365.565
365,24 Jul 2019 09:58:56.606,24 Jul 2019 10:30:08.939,1872.333
366,24 Jul 2019 12:17:49.893,24 Jul 2019 12:50:32.916,1963.023
367,24 Jul 2019 14:40:12.458,24 Jul 2019 15:12:21.285,1928.827
368,24 Jul 2019 17:01:48.343,24 Jul 2019 17:34:35.029,1966.687
369,24 Jul 2019 19:21:52.930,24 Jul 2019 19:52:47.472,1854.541
370,24 Jul 2019 21:43:39.739,24 Jul 2019 22:03:10.834,1171.095
371,25 Jul 2019 08:12:22.750,25 Jul 2019 08:38:46.669,1583.919
372,25 Jul 2019 10:27:03.779,25 Jul 2019 10:59:04.158,1920.378
373,25 Jul 2019 12:47:01.139,25 Jul 2019 13:19:43.608,1962.469
374,25 Jul 2019 15:09:35.733,25 Jul 2019 15:41:43.731,1927.998
375,25 Jul 2019 17:30:44.334,25 Jul 2019 18:03:29.983,1965.649
376,25 Jul 2019 19:50:45.905,25 Jul 2019 20:20:08.887,1762.982
377,25 Jul 2019 22:14:51.801,25 Jul 2019 22:27:00.516,728.716
378,26 Jul 2019 06:38:28.126,26 Jul 2019 06:39:03.494,35.368
379,26 Jul 2019 06:39:27.749,26 Jul 2019 06:41:29.503,121.754
380,26 Jul 2019 08:39:11.689,26 Jul 2019 09:07:46.174,1714.485
381,26 Jul 2019 10:55:25.446,26 Jul 2019 11:27:51.166,1945.719
382,26 Jul 2019 13:16:27.250,26 Jul 2019 13:48:58.717,1951.467
383,26 Jul 2019 15:38:53.834,26 Jul 2019 16:11:23.211,1949.377
384,26 Jul 2019 17:59:36.187,26 Jul 2019 18:31:47.274,1931.087
385,26 Jul 2019 20:19:46.187,26 Jul 2019 20:47:05.243,1639.056
386,27 Jul 2019 06:57:15.014,27 Jul 2019 07:14:22.715,1027.701
387,27 Jul 2019 09:06:46.334,27 Jul 2019 09:36:40.521,1794.187
388,27 Jul 2019 11:24:00.830,27 Jul 2019 11:56:47.630,1966.801
389,27 Jul 2019 13:45:56.301,27 Jul 2019 14:18:21.315,1945.014
390,27 Jul 2019 16:08:04.669,27 Jul 2019 16:40:41.853,1957.184
391,27 Jul 2019 18:28:25.688,27 Jul 2019 18:59:59.699,1894.011
392,27 Jul 2019 20:49:00.187,27 Jul 2019 21:13:31.939,1471.752
393,28 Jul 2019 07:22:40.740,28 Jul 2019 07:44:29.687,1308.948
394,28 Jul 2019 09:34:34.287,28 Jul 2019 10:05:31.248,1856.961
395,28 Jul 2019 11:53:10.748,28 Jul 2019 12:25:51.419,1960.672
396,28 Jul 2019 14:15:24.872,28 Jul 2019 14:47:39.860,1934.988
397,28 Jul 2019 16:37:07.956,28 Jul 2019 17:09:52.624,1964.668
398,28 Jul 2019 18:57:14.978,28 Jul 2019 19:28:21.333,1866.355
399,28 Jul 2019 21:18:40.404,28 Jul 2019 21:39:38.088,1257.684
400,29 Jul 2019 07:48:34.375,29 Jul 2019 08:13:57.245,1522.870
401,29 Jul 2019 10:02:39.431,29 Jul 2019 10:34:24.792,1905.361
402,29 Jul 2019 12:22:18.881,29 Jul 2019 12:55:02.144,1963.264
403,29 Jul 2019 14:44:49.248,29 Jul 2019 15:16:56.314,1927.066
404,29 Jul 2019 17:06:05.333,29 Jul 2019 17:38:52.777,1967.444
405,29 Jul 2019 19:26:06.719,29 Jul 2019 19:55:59.627,1792.908
406,29 Jul 2019 21:49:20.755,29 Jul 2019 22:04:06.350,885.595
407,30 Jul 2019 08:15:00.184,30 Jul 2019 08:43:07.246,1687.061
408,30 Jul 2019 10:30:48.785,30 Jul 2019 11:03:15.664,1946.879
409,30 Jul 2019 12:51:38.839,30 Jul 2019 13:24:13.259,1954.419
410,30 Jul 2019 15:14:08.964,30 Jul 2019 15:46:31.541,1942.577
411,30 Jul 2019 17:34:58.146,30 Jul 2019 18:07:20.272,1942.126
412,30 Jul 2019 19:55:04.517,30 Jul 2019 20:22:59.197,1674.679
413,31 Jul 2019 06:34:07.281,31 Jul 2019 06:49:09.423,902.142
414,31 Jul 2019 08:42:30.681,31 Jul 2019 09:12:01.432,1770.751
415,31 Jul 2019 10:59:24.785,31 Jul 2019 11:32:07.516,1962.732
416,31 Jul 2019 13:21:07.587,31 Jul 2019 13:53:34.319,1946.732
417,31 Jul 2019 15:43:22.059,31 Jul 2019 16:15:57.429,1955.370
418,31 Jul 2019 18:03:48.091,31 Jul 2019 18:35:31.835,1903.745
419,31 Jul 2019 20:24:13.922,31 Jul 2019 20:49:37.183,1523.261
420,1 Aug 2019 06:58:47.116,1 Aug 2019 07:19:39.051,1251.935
421,1 Aug 2019 09:10:08.269,1 Aug 2019 09:40:53.667,1845.399
422,1 Aug 2019 11:28:25.564,1 Aug 2019 12:01:10.423,1964.858
423,1 Aug 2019 13:50:36.987,1 Aug 2019 14:22:53.901,1936.914
424,1 Aug 2019 16:12:27.125,1 Aug 2019 16:45:09.252,1962.126
425,1 Aug 2019 18:32:37.202,1 Aug 2019 19:03:52.752,1875.550
426,1 Aug 2019 20:53:45.096,1 Aug 2019 21:15:46.215,1321.119
427,2 Aug 2019 07:24:50.684,2 Aug 2019 07:49:10.803,1460.118
428,2 Aug 2019 09:38:12.236,2 Aug 2019 10:09:45.273,1893.037
429,2 Aug 2019 11:57:34.277,2 Aug 2019 12:30:15.149,1960.872
430,2 Aug 2019 14:20:02.405,2 Aug 2019 14:52:12.144,1929.739
431,2 Aug 2019 16:41:25.993,2 Aug 2019 17:14:14.251,1968.258
432,2 Aug 2019 19:01:27.971,2 Aug 2019 19:31:45.349,1817.377
433,2 Aug 2019 21:24:02.997,2 Aug 2019 21:41:02.981,1019.984
434,3 Aug 2019 07:50:48.256,3 Aug 2019 08:18:27.887,1659.631
435,3 Aug 2019 10:06:20.777,3 Aug 2019 10:38:39.788,1939.011
436,3 Aug 2019 12:26:51.088,3 Aug 2019 12:59:30.799,1959.711
437,3 Aug 2019 14:49:23.619,3 Aug 2019 15:21:38.149,1934.530
438,3 Aug 2019 17:10:19.894,3 Aug 2019 17:42:54.059,1954.165
439,3 Aug 2019 19:30:23.684,3 Aug 2019 19:58:49.410,1705.726
440,3 Aug 2019 21:57:35.330,3 Aug 2019 22:02:09.422,274.092
441,4 Aug 2019 06:11:16.975,4 Aug 2019 06:23:42.562,745.588
442,4 Aug 2019 08:18:12.194,4 Aug 2019 08:47:21.724,1749.529
443,4 Aug 2019 10:34:49.383,4 Aug 2019 11:07:28.831,1959.448
444,4 Aug 2019 12:56:18.984,4 Aug 2019 13:28:47.766,1948.781
445,4 Aug 2019 15:18:38.832,4 Aug 2019 15:51:12.312,1953.481
446,4 Aug 2019 17:39:10.432,4 Aug 2019 18:11:04.616,1914.185
447,4 Aug 2019 19:59:29.199,4 Aug 2019 20:25:36.483,1567.284
448,5 Aug 2019 06:34:54.666,5 Aug 2019 06:54:40.616,1185.950
449,5 Aug 2019 08:45:46.899,5 Aug 2019 09:16:15.781,1828.882
450,5 Aug 2019 11:03:39.129,5 Aug 2019 11:36:29.763,1970.635
451,5 Aug 2019 13:25:48.862,5 Aug 2019 13:58:10.428,1941.566
452,5 Aug 2019 15:47:45.836,5 Aug 2019 16:20:25.886,1960.050
453,5 Aug 2019 18:07:59.551,5 Aug 2019 18:39:23.069,1883.518
454,5 Aug 2019 20:28:52.963,5 Aug 2019 20:51:53.929,1380.966
455,6 Aug 2019 07:00:58.661,6 Aug 2019 07:24:23.534,1404.873
456,6 Aug 2019 09:13:43.408,6 Aug 2019 09:45:06.110,1882.702
457,6 Aug 2019 11:32:51.389,6 Aug 2019 12:05:32.273,1960.884
458,6 Aug 2019 13:55:15.363,6 Aug 2019 14:27:21.756,1926.393
459,6 Aug 2019 16:16:46.284,6 Aug 2019 16:49:33.950,1967.665
460,6 Aug 2019 18:36:49.582,6 Aug 2019 19:07:32.054,1842.473
461,6 Aug 2019 20:58:53.707,6 Aug 2019 21:17:31.508,1117.801
462,7 Aug 2019 07:26:48.598,7 Aug 2019 07:53:46.225,1617.627
463,7 Aug 2019 09:41:53.109,7 Aug 2019 10:14:01.067,1927.958
464,7 Aug 2019 12:02:03.757,7 Aug 2019 12:34:44.786,1961.029
465,7 Aug 2019 14:24:37.828,7 Aug 2019 14:56:43.533,1925.705
466,7 Aug 2019 16:45:41.391,7 Aug 2019 17:18:24.445,1963.054
467,7 Aug 2019 19:05:43.557,7 Aug 2019 19:34:41.512,1737.955
468,7 Aug 2019 21:30:38.826,7 Aug 2019 21:40:39.107,600.281
469,8 Aug 2019 05:48:44.776,8 Aug 2019 05:57:52.406,547.630
470,8 Aug 2019 07:53:52.156,8 Aug 2019 08:22:43.201,1731.045
471,8 Aug 2019 10:10:19.880,8 Aug 2019 10:42:49.011,1949.131
472,8 Aug 2019 12:31:30.501,8 Aug 2019 13:04:01.724,1951.222
473,8 Aug 2019 14:53:54.785,8 Aug 2019 15:26:26.400,1951.615
474,8 Aug 2019 17:14:32.664,8 Aug 2019 17:46:36.428,1923.764
475,8 Aug 2019 19:34:45.781,8 Aug 2019 20:01:39.642,1613.861
476,9 Aug 2019 06:11:20.069,9 Aug 2019 06:29:37.385,1097.316
477,9 Aug 2019 08:21:28.800,9 Aug 2019 08:51:37.515,1808.716
478,9 Aug 2019 10:38:56.607,9 Aug 2019 11:11:46.869,1970.261
479,9 Aug 2019 13:01:00.246,9 Aug 2019 13:33:23.762,1943.516
480,9 Aug 2019 15:23:04.062,9 Aug 2019 15:55:42.336,1958.274
481,9 Aug 2019 17:43:21.953,9 Aug 2019 18:14:51.207,1889.254
482,9 Aug 2019 20:04:03.384,9 Aug 2019 20:27:55.571,1432.187
483,10 Aug 2019 06:37:07.339,10 Aug 2019 06:59:33.636,1346.297
484,10 Aug 2019 08:49:20.058,10 Aug 2019 09:20:27.376,1867.318
485,10 Aug 2019 11:08:08.494,10 Aug 2019 11:40:50.031,1961.537
486,10 Aug 2019 13:30:27.974,10 Aug 2019 14:02:38.372,1930.397
487,10 Aug 2019 15:52:06.177,10 Aug 2019 16:24:52.281,1966.104
488,10 Aug 2019 18:12:11.475,10 Aug 2019 18:43:10.061,1858.586
489,10 Aug 2019 20:33:50.949,10 Aug 2019 20:53:45.592,1194.642
490,11 Aug 2019 07:02:57.135,11 Aug 2019 07:29:02.832,1565.697
491,11 Aug 2019 09:17:26.295,11 Aug 2019 09:49:22.573,1916.278
492,11 Aug 2019 11:37:17.889,11 Aug 2019 12:10:01.109,1963.220
493,11 Aug 2019 13:59:51.617,11 Aug 2019 14:32:01.575,1929.959
494,11 Aug 2019 16:21:02.602,11 Aug 2019 16:53:48.909,1966.307
495,11 Aug 2019 18:41:04.023,11 Aug 2019 19:10:37.456,1773.432
496,11 Aug 2019 21:04:51.258,11 Aug 2019 21:17:47.186,775.928
497,12 Aug 2019 07:29:39.693,12 Aug 2019 07:58:04.463,1704.771
498,12 Aug 2019 09:45:42.619,12 Aug 2019 10:18:10.352,1947.733
499,12 Aug 2019 12:06:43.385,12 Aug 2019 12:39:14.126,1950.741
500,12 Aug 2019 14:29:10.244,12 Aug 2019 15:01:37.050,1946.806
501,12 Aug 2019 16:49:54.748,12 Aug 2019 17:22:08.684,1933.936
502,12 Aug 2019 19:10:03.462,12 Aug 2019 19:37:33.853,1650.391
503,13 Aug 2019 05:48:00.415,13 Aug 2019 06:04:35.944,995.529
504,13 Aug 2019 07:57:12.821,13 Aug 2019 08:26:58.789,1785.968
505,13 Aug 2019 10:14:20.058,13 Aug 2019 10:47:05.409,1965.350
506,13 Aug 2019 12:36:11.386,13 Aug 2019 13:08:36.949,1945.564
507,13 Aug 2019 14:58:21.799,13 Aug 2019 15:30:58.429,1956.630
508,13 Aug 2019 17:18:44.374,13 Aug 2019 17:50:22.111,1897.737
509,13 Aug 2019 19:39:15.904,13 Aug 2019 20:04:06.754,1490.850
510,14 Aug 2019 06:13:14.705,14 Aug 2019 06:34:45.166,1290.462
511,14 Aug 2019 08:24:57.173,14 Aug 2019 08:55:49.968,1852.795
512,14 Aug 2019 10:43:27.270,14 Aug 2019 11:16:09.040,1961.769
513,14 Aug 2019 13:05:40.308,14 Aug 2019 13:37:55.559,1935.251
514,14 Aug 2019 15:27:25.648,14 Aug 2019 16:00:09.560,1963.912
515,14 Aug 2019 17:47:33.586,14 Aug 2019 18:18:43.242,1869.656
516,14 Aug 2019 20:08:53.017,14 Aug 2019 20:30:12.013,1278.996
517,15 Aug 2019 06:39:09.554,15 Aug 2019 07:04:11.787,1502.233
518,15 Aug 2019 08:53:02.582,15 Aug 2019 09:24:42.817,1900.235
519,15 Aug 2019 11:12:33.986,15 Aug 2019 11:45:18.920,1964.933
520,15 Aug 2019 13:35:05.012,15 Aug 2019 14:07:12.012,1927.000
521,15 Aug 2019 15:56:23.497,15 Aug 2019 16:29:11.359,1967.862
522,15 Aug 2019 18:16:24.988,15 Aug 2019 18:46:24.928,1799.940
523,15 Aug 2019 20:39:25.669,15 Aug 2019 20:55:07.294,941.625
524,16 Aug 2019 07:05:26.932,16 Aug 2019 07:33:25.436,1678.504
525,16 Aug 2019 09:21:10.375,16 Aug 2019 09:53:35.095,1944.720
526,16 Aug 2019 11:41:54.230,16 Aug 2019 12:14:30.368,1956.138
527,16 Aug 2019 14:04:25.216,16 Aug 2019 14:36:46.321,1941.105
528,16 Aug 2019 16:25:16.645,16 Aug 2019 16:57:42.846,1946.202
529,16 Aug 2019 18:45:22.077,16 Aug 2019 19:13:26.802,1684.725
530,17 Aug 2019 05:24:58.785,17 Aug 2019 05:39:15.196,856.411
531,17 Aug 2019 07:32:56.233,17 Aug 2019 08:02:19.514,1763.280
532,17 Aug 2019 09:49:44.188,17 Aug 2019 10:22:25.822,1961.633
533,17 Aug 2019 12:11:22.737,17 Aug 2019 12:43:50.061,1947.324
534,17 Aug 2019 14:33:39.032,17 Aug 2019 15:06:13.780,1954.748
535,17 Aug 2019 16:54:06.763,17 Aug 2019 17:25:53.750,1906.987
536,17 Aug 2019 19:14:30.165,17 Aug 2019 19:40:07.804,1537.639
537,18 Aug 2019 05:49:19.410,18 Aug 2019 06:09:51.567,1232.157
538,18 Aug 2019 08:00:31.747,18 Aug 2019 08:31:12.298,1840.551
539,18 Aug 2019 10:18:41.582,18 Aug 2019 10:51:28.078,1966.496
540,18 Aug 2019 12:40:52.277,18 Aug 2019 13:13:11.525,1939.248
541,18 Aug 2019 15:02:44.674,18 Aug 2019 15:35:26.012,1961.339
542,18 Aug 2019 17:22:55.855,18 Aug 2019 17:54:13.937,1878.081
543,18 Aug 2019 19:43:58.808,18 Aug 2019 20:06:19.641,1340.834
544,19 Aug 2019 06:15:23.174,19 Aug 2019 06:39:27.061,1443.887
545,19 Aug 2019 08:28:33.466,19 Aug 2019 09:00:03.417,1889.951
546,19 Aug 2019 10:47:52.298,19 Aug 2019 11:20:30.041,1957.743
547,19 Aug 2019 13:10:18.103,19 Aug 2019 13:42:27.961,1929.858
548,19 Aug 2019 15:31:44.048,19 Aug 2019 16:04:32.346,1968.298
549,19 Aug 2019 17:51:46.364,19 Aug 2019 18:22:12.126,1825.762
550,19 Aug 2019 20:14:10.670,19 Aug 2019 20:31:43.019,1052.349
551,20 Aug 2019 06:41:16.984,20 Aug 2019 07:08:45.364,1648.380
552,20 Aug 2019 08:56:42.801,20 Aug 2019 09:28:58.081,1935.280
553,20 Aug 2019 11:17:06.606,20 Aug 2019 11:49:47.917,1961.311
554,20 Aug 2019 13:39:39.727,20 Aug 2019 14:11:50.285,1930.559
555,20 Aug 2019 16:00:38.316,20 Aug 2019 16:33:15.793,1957.476
556,20 Aug 2019 18:20:41.484,20 Aug 2019 18:49:17.082,1715.598
557,20 Aug 2019 20:46:52.168,20 Aug 2019 20:53:53.553,421.385
558,21 Aug 2019 05:02:12.244,21 Aug 2019 05:13:37.472,685.228
559,21 Aug 2019 07:08:35.459,21 Aug 2019 07:37:40.131,1744.672
560,21 Aug 2019 09:25:08.532,21 Aug 2019 09:57:47.043,1958.510
561,21 Aug 2019 11:46:34.161,21 Aug 2019 12:19:03.751,1949.590
562,21 Aug 2019 14:08:55.514,21 Aug 2019 14:41:28.451,1952.937
563,21 Aug 2019 16:29:29.074,21 Aug 2019 17:01:25.719,1916.645
564,21 Aug 2019 18:49:45.884,21 Aug 2019 19:16:08.926,1583.042
565,22 Aug 2019 05:25:30.572,22 Aug 2019 05:44:51.221,1160.649
566,22 Aug 2019 07:36:12.342,22 Aug 2019 08:06:34.298,1821.956
567,22 Aug 2019 09:53:54.722,22 Aug 2019 10:26:47.326,1972.604
568,22 Aug 2019 12:16:04.118,22 Aug 2019 12:48:26.907,1942.789
569,22 Aug 2019 14:38:03.232,22 Aug 2019 15:10:42.645,1959.413
570,22 Aug 2019 16:58:18.225,22 Aug 2019 17:29:44.048,1885.823
571,22 Aug 2019 19:19:07.551,22 Aug 2019 19:42:25.577,1398.025
572,23 Aug 2019 05:51:31.371,23 Aug 2019 06:14:38.134,1386.763
573,23 Aug 2019 08:04:06.574,23 Aug 2019 08:35:24.351,1877.777
574,23 Aug 2019 10:23:06.806,23 Aug 2019 10:55:49.709,1962.903
575,23 Aug 2019 12:45:30.943,23 Aug 2019 13:17:38.630,1927.687
576,23 Aug 2019 15:07:04.209,23 Aug 2019 15:39:51.461,1967.252
577,23 Aug 2019 17:27:08.073,23 Aug 2019 17:57:57.131,1849.058
578,23 Aug 2019 19:49:03.714,23 Aug 2019 20:08:10.547,1146.832
579,24 Aug 2019 06:17:21.331,24 Aug 2019 06:44:03.429,1602.097
580,24 Aug 2019 08:32:15.051,24 Aug 2019 09:04:19.441,1924.390
581,24 Aug 2019 10:52:19.425,24 Aug 2019 11:25:01.100,1961.674
582,24 Aug 2019 13:14:53.802,24 Aug 2019 13:46:59.745,1925.943
583,24 Aug 2019 15:35:59.726,24 Aug 2019 16:08:44.533,1964.807
584,24 Aug 2019 17:56:01.558,24 Aug 2019 18:25:12.003,1750.444
585,24 Aug 2019 20:20:31.541,24 Aug 2019 20:31:28.945,657.404
586,25 Aug 2019 04:39:56.724,25 Aug 2019 04:47:37.691,460.967
587,25 Aug 2019 06:44:17.152,25 Aug 2019 07:13:01.550,1724.398
588,25 Aug 2019 09:00:40.709,25 Aug 2019 09:33:06.934,1946.226
589,25 Aug 2019 11:21:45.779,25 Aug 2019 11:54:17.289,1951.510
590,25 Aug 2019 13:44:11.302,25 Aug 2019 14:16:41.796,1950.494
591,25 Aug 2019 16:04:51.263,25 Aug 2019 16:36:58.674,1927.410
592,25 Aug 2019 18:25:02.838,25 Aug 2019 18:52:10.347,1627.509
593,26 Aug 2019 05:02:02.116,26 Aug 2019 05:19:43.198,1061.082
594,26 Aug 2019 07:11:53.397,26 Aug 2019 07:41:55.893,1802.496
595,26 Aug 2019 09:29:15.464,26 Aug 2019 10:02:03.697,1968.232
596,26 Aug 2019 11:51:15.320,26 Aug 2019 12:23:39.731,1944.411
597,26 Aug 2019 14:13:21.307,26 Aug 2019 14:45:59.085,1957.778
598,26 Aug 2019 16:33:40.642,26 Aug 2019 17:05:11.127,1890.485
599,26 Aug 2019 18:54:18.690,26 Aug 2019 19:18:29.106,1450.416
600,27 Aug 2019 05:27:39.812,27 Aug 2019 05:49:48.251,1328.439
601,27 Aug 2019 07:39:43.958,27 Aug 2019 08:10:46.146,1862.189
602,27 Aug 2019 09:58:26.966,27 Aug 2019 10:31:07.592,1960.626
603,27 Aug 2019 12:20:43.461,27 Aug 2019 12:52:56.762,1933.301
604,27 Aug 2019 14:42:23.970,27 Aug 2019 15:15:09.430,1965.460
605,27 Aug 2019 17:02:30.042,27 Aug 2019 17:33:32.439,1862.396
606,27 Aug 2019 19:24:02.651,27 Aug 2019 19:44:31.175,1228.523
607,28 Aug 2019 05:53:31.625,28 Aug 2019 06:19:17.335,1545.710
608,28 Aug 2019 08:07:49.556,28 Aug 2019 08:39:40.540,1910.985
609,28 Aug 2019 10:27:36.903,28 Aug 2019 11:00:18.795,1961.892
610,28 Aug 2019 12:50:07.454,28 Aug 2019 13:22:15.943,1928.489
611,28 Aug 2019 15:11:20.839,28 Aug 2019 15:44:07.725,1966.886
612,28 Aug 2019 17:31:22.194,28 Aug 2019 18:01:06.087,1783.892
613,28 Aug 2019 19:54:52.841,28 Aug 2019 20:08:36.288,823.447
614,29 Aug 2019 06:20:06.808,29 Aug 2019 06:48:22.725,1695.917
615,29 Aug 2019 08:36:01.196,29 Aug 2019 09:08:29.786,1948.591
616,29 Aug 2019 10:56:57.896,29 Aug 2019 11:29:30.498,1952.602
617,29 Aug 2019 13:19:26.598,29 Aug 2019 13:51:50.712,1944.114
618,29 Aug 2019 15:40:13.292,29 Aug 2019 16:12:30.801,1937.509
619,29 Aug 2019 18:00:20.835,29 Aug 2019 18:28:02.710,1661.875
620,30 Aug 2019 04:38:47.792,30 Aug 2019 04:54:43.322,955.530
621,30 Aug 2019 06:47:37.830,30 Aug 2019 07:17:17.003,1779.173
622,30 Aug 2019 09:04:39.285,30 Aug 2019 09:37:23.231,1963.947
623,30 Aug 2019 11:26:26.529,30 Aug 2019 11:58:52.622,1946.093
624,30 Aug 2019 13:48:38.889,30 Aug 2019 14:21:14.931,1956.042
625,30 Aug 2019 16:09:03.058,30 Aug 2019 16:40:43.912,1900.853
626,30 Aug 2019 18:29:31.802,30 Aug 2019 18:54:38.401,1506.600
627,31 Aug 2019 05:03:47.279,31 Aug 2019 05:25:00.465,1273.186
628,31 Aug 2019 07:15:18.989,31 Aug 2019 07:46:08.662,1849.673
629,31 Aug 2019 09:33:43.366,31 Aug 2019 10:06:26.595,1963.229
630,31 Aug 2019 11:55:55.711,31 Aug 2019 12:28:09.600,1933.889
631,31 Aug 2019 14:17:43.301,31 Aug 2019 14:50:26.399,1963.098
632,31 Aug 2019 16:37:52.212,31 Aug 2019 17:09:04.850,1872.639
633,31 Aug 2019 18:59:06.013,31 Aug 2019 19:20:45.211,1299.198
634,1 Sep 2019 05:29:46.357,1 Sep 2019 05:54:28.334,1481.977
635,1 Sep 2019 07:43:24.346,1 Sep 2019 08:15:00.883,1896.537
636,1 Sep 2019 10:02:50.165,1 Sep 2019 10:35:35.079,1964.914
637,1 Sep 2019 12:25:20.737,1 Sep 2019 12:57:28.869,1928.132
638,1 Sep 2019 14:46:41.626,1 Sep 2019 15:19:29.701,1968.075
639,1 Sep 2019 17:06:43.301,1 Sep 2019 17:36:50.905,1807.605
640,1 Sep 2019 19:29:31.416,1 Sep 2019 19:45:52.653,981.237
641,2 Sep 2019 05:55:53.728,2 Sep 2019 06:23:43.588,1669.860
642,2 Sep 2019 08:11:31.770,2 Sep 2019 08:43:54.523,1942.753
643,2 Sep 2019 10:32:09.660,2 Sep 2019 11:04:47.545,1957.884
644,2 Sep 2019 12:54:41.427,2 Sep 2019 13:26:59.720,1938.293
645,2 Sep 2019 15:15:35.121,2 Sep 2019 15:48:05.204,1950.083
646,2 Sep 2019 17:35:39.719,2 Sep 2019 18:03:53.534,1693.815
647,3 Sep 2019 04:15:52.419,3 Sep 2019 04:29:22.916,810.497
648,3 Sep 2019 06:23:20.955,3 Sep 2019 06:52:37.529,1756.574
649,3 Sep 2019 08:40:03.677,3 Sep 2019 09:12:44.155,1960.478
650,3 Sep 2019 11:01:37.899,3 Sep 2019 11:34:05.846,1947.947
651,3 Sep 2019 13:23:55.902,3 Sep 2019 13:56:30.057,1954.155
652,3 Sep 2019 15:44:25.428,3 Sep 2019 16:16:15.967,1910.539
653,3 Sep 2019 18:04:46.556,3 Sep 2019 18:30:37.660,1551.104
654,4 Sep 2019 04:39:52.349,4 Sep 2019 05:00:03.664,1211.315
655,4 Sep 2019 06:50:54.570,4 Sep 2019 07:21:30.894,1836.324
656,4 Sep 2019 09:08:57.284,4 Sep 2019 09:41:45.778,1968.494
657,4 Sep 2019 11:31:07.583,4 Sep 2019 12:03:27.544,1939.961
658,4 Sep 2019 13:53:02.179,4 Sep 2019 14:25:42.913,1960.734
659,4 Sep 2019 16:13:14.524,4 Sep 2019 16:44:35.197,1880.673
660,4 Sep 2019 18:34:12.821,4 Sep 2019 18:56:52.849,1360.028
661,5 Sep 2019 05:05:56.605,5 Sep 2019 05:29:42.800,1426.195
662,5 Sep 2019 07:18:54.386,5 Sep 2019 07:50:21.593,1887.207
663,5 Sep 2019 09:38:09.204,5 Sep 2019 10:10:48.003,1958.799
664,5 Sep 2019 12:00:33.767,5 Sep 2019 12:32:42.467,1928.699
665,5 Sep 2019 14:22:02.053,5 Sep 2019 14:54:50.093,1968.040
666,5 Sep 2019 16:42:04.791,5 Sep 2019 17:12:38.478,1833.687
667,5 Sep 2019 19:04:19.183,5 Sep 2019 19:22:23.199,1084.015
668,6 Sep 2019 05:31:48.438,6 Sep 2019 05:59:02.755,1634.317
669,6 Sep 2019 07:47:04.581,6 Sep 2019 08:19:16.407,1931.826
670,6 Sep 2019 10:07:22.169,6 Sep 2019 10:40:03.474,1961.306
671,6 Sep 2019 12:29:55.795,6 Sep 2019 13:02:04.187,1928.392
672,6 Sep 2019 14:50:56.711,6 Sep 2019 15:23:37.070,1960.358
673,6 Sep 2019 17:10:59.352,6 Sep 2019 17:39:45.070,1725.718
674,6 Sep 2019 19:36:29.306,6 Sep 2019 19:45:09.174,519.869
675,7 Sep 2019 03:53:10.227,7 Sep 2019 04:03:37.395,627.167
676,7 Sep 2019 05:59:00.209,7 Sep 2019 06:27:58.517,1738.308
677,7 Sep 2019 08:15:30.912,7 Sep 2019 08:48:04.876,1953.963
678,7 Sep 2019 10:36:49.357,7 Sep 2019 11:09:19.793,1950.437
679,7 Sep 2019 12:59:12.133,7 Sep 2019 13:31:44.526,1952.394
680,7 Sep 2019 15:19:47.703,7 Sep 2019 15:51:47.339,1919.636
